Section,Role,Channel,Title,Test Data,Preconditions,Steps,Expected Result,Platform,TestMethod,Type,P,References,Release version,QA Responsibility,TestRailID
EkoAI Console > Release 18.00 (Morning Brief) > Job Configuration (UI),Admin,Web,Check schedule should update correctly when Custom recurrence is confirmed and saved on configuration page,Change from weekly (Mon only) → weekly (Mon/Wed/Fri),"Admin is on Job Configuration page
Job currently has ""Weekly on Monday"" schedule","1. Click Repeat dropdown → select ""Custom...""
2. In modal: ensure week unit, select M / W / F
3. Click Confirm
4. Click Save change
5. Navigate away and return to configuration page","1. Confirm closes the modal and updates the Repeat dropdown display
2. Save change button completes without error
3. On reload, Repeat dropdown shows ""Custom"" or the updated schedule
4. nextRun timestamp reflects the new schedule",Web,Manual,Regression Test,P2,Custom Recurrence,,,C1568898
EkoAI Console > Release 18.00 (Morning Brief) > Create Scheduled Job (UI),Admin,Web,"Check ""Repeat on"" day buttons cannot be fully deselected — minimum one day must remain selected for weekly recurrence",Unit = week,Admin has opened Custom recurrence modal with unit set to week,"1. Open Custom recurrence modal
2. Observe Monday (M) is pre-selected
3. Select Sunday (S) to have two days active
4. Click M to deselect it (S remains)
5. Click S to attempt deselecting the last selected day
6. Observe button state","1. In step 4 M deselects successfully (S still active)
2. In step 5 S remains selected — it cannot be deselected
3. At least 1 day is always selected
4. No explicit error shown — UI silently prevents 0-day state",Web,Manual,Regression Test,P1,Custom Recurrence,,,C1571989
EkoAI Console > Release 18.00 (Morning Brief) > Create Scheduled Job (UI),Admin,Web,Check Repeat every interval should clamp to minimum 1 when 0 or negative value is entered,"Interval values: 0, -1, -99",Admin has opened Custom recurrence modal,"1. Open Custom recurrence modal
2. Enter 0 in ""Repeat every"" number input
3. Observe displayed value
4. Enter -1
5. Observe displayed value
6. Click Confirm","1. Value 0 is immediately clamped/corrected to 1
2. Value -1 is immediately clamped/corrected to 1
3. No validation error message shown
4. Confirm button remains enabled
5. Recurrence saves successfully with interval = 1",Web,Manual,Regression Test,P2,Custom Recurrence,,,C1571990
EkoAI Console > Release 18.00 (Morning Brief) > Create Scheduled Job (UI),Admin,Web,"Check Ends ""After"" occurrences field should default to 10 and enforce min=1 max=999 boundary","Occurrences values to test: 0, -1, 1, 10, 999, 1000",Admin has opened Custom recurrence modal and selected Ends = After,"1. Open Custom recurrence modal
2. Select ""After"" radio for Ends
3. Verify default value is 10
4. Enter 0 → observe clamp
5. Enter -1 → observe clamp
6. Enter 1 → verify accepted
7. Enter 999 → verify accepted
8. Enter 1000 → observe clamp to 999","1. Default occurrences = 10
2. Value 0 clamps to 1 (min=1)
3. Value -1 clamps to 1 (min=1)
4. Value 1 accepted
5. Value 999 accepted (max=999)
6. Value 1000 clamps to 999
7. No explicit error messages shown
8. Confirm remains enabled throughout",Web,Manual,Regression Test,P1,Custom Recurrence,,,C1571991
EkoAI Console > Release 18.00 (Morning Brief) > Create Scheduled Job (UI),Admin,Web,"Check Ends ""On"" with no date selected — Confirm should require date selection or default gracefully","Ends = On, date picker left empty",Admin has opened Custom recurrence modal with unit = week and Ends set to On,"1. Open Custom recurrence modal
2. Select ""On"" radio for Ends
3. Do NOT select any date in the date picker (leave as placeholder ""Select date"")
4. Click Confirm button","EXPECTED (ideal): System shows validation error requesting a date OR Confirm button is disabled until date is selected
ACTUAL BEHAVIOR (bug): System silently uses today's date as the end date without user selection — Repeat dropdown shows e.g. ""Weekly on Monday until Mar 30, 2026"" (today)
Result: BUG — missing validation for empty ""On"" date field",Web,Manual,Regression Test,P1,Custom Recurrence,,,C1571992
EkoAI Console > Release 18.00 (Morning Brief) > Create Scheduled Job (UI),Admin,Web,"Check ""Repeat on"" section should be hidden for day / month / year units and only visible for week unit","Units to test: day, week, month, year",Admin has opened Custom recurrence modal,"1. Open Custom recurrence modal (default unit = week)
2. Verify ""Repeat on"" section (S M T W T F S buttons) is visible
3. Change unit to ""day""
4. Verify ""Repeat on"" section is hidden
5. Change unit to ""month""
6. Verify ""Repeat on"" section is hidden
7. Change unit to ""year""
8. Verify ""Repeat on"" section is hidden
9. Change unit back to ""week""
10. Verify ""Repeat on"" section reappears","1. Week: ""Repeat on"" with 7 day buttons (S M T W T F S) visible
2. Day: ""Repeat on"" section hidden
3. Month: ""Repeat on"" section hidden
4. Year: ""Repeat on"" section hidden
5. Switching back to week: section reappears with M pre-selected",Web,Manual,Sanity Test,P1,Custom Recurrence,,,C1571993
EkoAI Console > Release 18.00 (Morning Brief) > Job Configuration (UI),Admin,Web,"Check Schedule Time field should remain visible for all Repeat options including ""Does not repeat""","Repeat options: Does not repeat, Daily, Weekly on Monday, Monthly on the fifth Monday, Annually on March 30, Every weekday (Monday to Friday), Custom...",Admin is on Job Configuration (Edit Scheduler) page,"1. Open Edit Scheduler for an existing job
2. Click Repeat dropdown
3. Select ""Does not repeat""
4. Verify Schedule Time field is visible
5. Repeat for each preset option (Daily / Weekly / Monthly / Annually / Every weekday)
6. For each, verify Schedule Time remains visible and retains its value","1. Schedule Time field is visible for ALL repeat options
2. ""Does not repeat"" does not hide Schedule Time
3. Schedule Time value is preserved when switching options
4. No option causes Schedule Time to disappear",Web,Manual,Sanity Test,P1,Custom Recurrence,,,C1571994
EkoAI Console > Release 18.00 (Morning Brief) > Job Configuration (UI),Admin,Web,"Check Repeat dropdown should contain exactly 8 options including ""Custom..."" for opening recurrence modal",,"Admin is on Job Configuration (Edit Scheduler) page, no custom recurrence configured","1. Open Edit Scheduler for a job
2. Click the Repeat dropdown
3. Count and list all available options","1. Dropdown shows exactly 8 options:
   - Does not repeat
   - Daily
   - Weekly on Monday
   - Monthly on the fifth Monday
   - Annually on March 30
   - Every weekday (Monday to Friday)
   - Once
   - Custom...
2. ""Custom..."" option triggers the Custom recurrence modal
3. ""Once"" (custom_configured) can also trigger modal if previously configured",Web,Manual,Smoke Test,P1,Custom Recurrence,,,C1571995
EkoAI Console > Release 18.00 (Morning Brief) > Job Configuration (UI),Admin,Web,Check selecting configured custom recurrence from dropdown should reopen modal pre-populated with saved settings,"Previously configured: week, Monday, Ends Never","Admin has previously saved a custom recurrence (e.g. ""Weekly on Monday until Mar 30, 2026"")","1. Open Edit Scheduler for a job with existing custom recurrence
2. Click Repeat dropdown
3. Select the custom description item (e.g. ""Weekly on Monday until Mar 30, 2026"")
4. Observe if Custom recurrence modal opens
5. Verify modal fields are pre-populated with saved values","1. Clicking the custom description opens the Custom recurrence modal
2. Modal shows previously saved settings:
   - Repeat every = saved interval
   - Unit = saved unit (e.g. weeks)
   - Repeat on = saved day selection (e.g. M)
   - Ends = saved option (Never/On/After)
3. User can modify and Confirm or Cancel",Web,Manual,Regression Test,P1,Custom Recurrence,,,C1571996
EkoAI Console > Release 18.00 (Morning Brief) > Job Configuration (UI),Admin,Web,Check Cancel on Custom recurrence modal should revert Repeat dropdown to its previous value without saving,"Initial Repeat = ""Weekly on Monday until Mar 30, 2026"", modify to 3 weeks, After 999",Admin has opened Custom recurrence modal from Edit Scheduler,"1. Open Edit Scheduler page, note current Repeat value (custom description)
2. Click Repeat dropdown and select the custom item to reopen modal
3. Change settings in modal (e.g. change interval to 3, change Ends to After 999)
4. Click Cancel button
5. Observe Repeat dropdown value","1. After Cancel, modal closes
2. Repeat dropdown shows the PREVIOUS custom description (before modal was reopened)
3. Changes made inside the modal (interval=3, After=999) are NOT saved
4. Dropdown does NOT show ""Custom..."" — it retains the saved description",Web,Manual,Regression Test,P1,Custom Recurrence,,,C1571997
